Index	GLobal_Citing-ID	Global_Cited-ID	Citation_Content(GC)	Intention_Label	Citing_Paper_Title	Cited_Num_list	Cited_References_Title
187	587	[70]	Link Prediction. // Another important application of network representation learning is link prediction [13], ==[72]==, which aims to infer the existence of new relationships or emerging interactions between pairs of entities based on the currently observed links and their properties. // The approaches developed to solve this problem can enable the discovery of implicit or missing interactions in the network, the identification of spurious links, as well as understanding the network evolution mechanism.	b	Network Representation Learning- A Survey	[72]	['[72]  D. Liben-Nowell and J. Kleinberg, “The link-prediction problem for social networks,” Journal of the American Society for Information Science and Technology, vol. 58, no. 7, pp. 1019–1031, 2007. ']
188	587	[19]	Good network representations should be able to capture explicit and implicit connections between network vertices thus enabling application to link prediction. // ==[19]== and [35] predict missing links based on the learned vertex representations on social networks. // [34] also applies network representation learning to collaboration networks and protein-protein interaction networks. They demonstrate that on these networks links predicted using the learned representations achieve better performance than traditional similarity-based link prediction approaches.	b	Network Representation Learning- A Survey	[19]	['[19]  D. Wang, P. Cui, and W. Zhu, “Structural deep network embedding,” in Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2016, pp. 1225–1234. ']
189	587	[48]	Good network representations should be able to capture explicit and implicit connections between network vertices thus enabling application to link prediction. // [19] and ==[35]== predict missing links based on the learned vertex representations on social networks. // [34] also applies network representation learning to collaboration networks and protein-protein interaction networks. They demonstrate that on these networks links predicted using the learned representations achieve better performance than traditional similarity-based link prediction approaches.	b	Network Representation Learning- A Survey	[35]	['[35]  M. Ou, P. Cui, J. Pei, Z. Zhang, and W. Zhu, “Asymmetric transitivity preserving graph embedding,” in Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2016, pp. 1105–1114. ']
190	587	[37]	[19] and [35] predict missing links based on the learned vertex representations on social networks. // ==[34]== also applies network representation learning to collaboration networks and protein-protein interaction networks. // They demonstrate that on these networks links predicted using the learned representations achieve better performance than traditional similarity-based link prediction approaches.	h+	Network Representation Learning- A Survey	[34]	['[34]  A. Grover and J. Leskovec, “node2vec: Scalable feature learning for networks,” in Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2016, pp. 855–864. ']
191	587	[71]	Clustering. // Network clustering refers to the task of partitioning network nodes into a set of clusters, such that vertices are densely connected to each other within the same cluster, but connected to few vertices from other clusters ==[74]==. // Such cluster structures, or communities widely occur in a wide spectrum of networked systems from bioinformatics, computer science, physics, sociology, etc., and have strong implications.	b	Network Representation Learning- A Survey	[74]	['[74]  S. Fortunato, “Community detection in graphs,” Physics Reports, vol. 486, no. 3–5, pp. 75–174, 2010. ']
192	587	[72]	Researchers have proposed a large body of network clustering algorithms based on various metrics of similarity or strength of connection between vertices. // Min-max cut and normalized cut methods ==[75]==, [76] seek to recursively partition a graph into two clusters that maximize the number of intra-cluster connections and minimize the number of intercluster connections. // Modularity-based methods (e.g., [77], [78]) aim to maximize the modularity of a clustering, which is the fraction of intra-cluster edges minus the expected fraction assuming the edges were randomly distributed. A network partitioning with high modularity would have dense intra-cluster connections but sparse inter-cluster connections.	b	Network Representation Learning- A Survey	[75]	['[75]  C. H. Q. Ding, X. He, H. Zha, M. Gu, and H. D. Simon, “A minmax cut algorithm for graph partitioning and data clustering,” in Proceedings of the 2001 IEEE International Conference on Data Mining, 2001, pp. 107–114. ']
193	587	[73]	Researchers have proposed a large body of network clustering algorithms based on various metrics of similarity or strength of connection between vertices. // Min-max cut and normalized cut methods [75], ==[76]== seek to recursively partition a graph into two clusters that maximize the number of intra-cluster connections and minimize the number of intercluster connections. // Modularity-based methods (e.g., [77], [78]) aim to maximize the modularity of a clustering, which is the fraction of intra-cluster edges minus the expected fraction assuming the edges were randomly distributed. A network partitioning with high modularity would have dense intra-cluster connections but sparse inter-cluster connections.	b	Network Representation Learning- A Survey	[76]	['[76]  J. Shi and J. Malik, “Normalized cuts and image segmentation,” IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 22, no. 8, pp. 888–905, 2000. ']
194	587	[74]	Min-max cut and normalized cut methods [75], [76] seek to recursively partition a graph into two clusters that maximize the number of intra-cluster connections and minimize the number of intercluster connections. // Modularity-based methods (e.g., ==[77]==, [78]) aim to maximize the modularity of a clustering, which is the fraction of intra-cluster edges minus the expected fraction assuming the edges were randomly distributed. // A network partitioning with high modularity would have dense intra-cluster connections but sparse inter-cluster connections.	b	Network Representation Learning- A Survey	[77]	['[77]  N. M. E. J. and M. Girvan, “Finding and evaluating community structure in networks,” Physics Review, vol. 69, no. 026113, 2004. ']
195	587	[75]	Min-max cut and normalized cut methods [75], [76] seek to recursively partition a graph into two clusters that maximize the number of intra-cluster connections and minimize the number of intercluster connections. // Modularity-based methods (e.g., [77], ==[78]==) aim to maximize the modularity of a clustering, which is the fraction of intra-cluster edges minus the expected fraction assuming the edges were randomly distributed. // A network partitioning with high modularity would have dense intra-cluster connections but sparse inter-cluster connections.	b	Network Representation Learning- A Survey	[78]	['[78]  M. E. Newman, “Modularity and community structure in networks,” Proceedings of the National Academy of Sciences, vol. 103, no. 23, pp. 8577–8582, 2006. ']
196	587	[76]	A network partitioning with high modularity would have dense intra-cluster connections but sparse inter-cluster connections. // Some other methods (e.g., ==[79]==) try to identify nodes with similar structural roles like bridges and outliers. // Recent NRL methods (e.g., GraRep [26], DNGR [9], MNMF [28], and pRBM [29]) used the clustering performance to evaluate the quality of the learned network representations on different networks. Intuitively, better representations would lead to better clustering performance.	b	Network Representation Learning- A Survey	[79]	['[79]  X. Xu, N. Yuruk, Z. Feng, and T. A. J. Schweiger, “SCAN: A structural clustering algorithm for networks,” in Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2007, pp. 824–833. ']
197	587	[26]	Some other methods (e.g., [79]) try to identify nodes with similar structural roles like bridges and outliers. // Recent NRL methods (e.g., GraRep ==[26]==, DNGR [9], MNMF [28], and pRBM [29]) used the clustering performance to evaluate the quality of the learned network representations on different networks. Intuitively, better representations would lead to better clustering performance. //  Intuitively, better representations would lead to better clustering performance.	b	Network Representation Learning- A Survey	[26]	['[26]  S. Cao, W. Lu, and Q. Xu, “GraRep: Learning graph representations with global structural information,” in Proceedings of the 24th ACM International Conference on Information and Knowledge Management, 2015, pp. 891–900. ']
198	587	[9]	Some other methods (e.g., [79]) try to identify nodes with similar structural roles like bridges and outliers. // Recent NRL methods (e.g., GraRep [26], DNGR ==[9]==, MNMF [28], and pRBM [29]) used the clustering performance to evaluate the quality of the learned network representations on different networks. Intuitively, better representations would lead to better clustering performance. //  Intuitively, better representations would lead to better clustering performance.	b	Network Representation Learning- A Survey	[9]	['[9]  S. Cao, W. Lu, and Q. Xu, “Deep neural networks for learning graph representations,” in Proceedings of the 30th AAAI Conference on Artificial Intelligence, 2016, pp. 1145–1152. ']
199	587	[30]	Some other methods (e.g., [79]) try to identify nodes with similar structural roles like bridges and outliers. // Recent NRL methods (e.g., GraRep [26], DNGR [9], MNMF ==[28]==, and pRBM [29]) used the clustering performance to evaluate the quality of the learned network representations on different networks. Intuitively, better representations would lead to better clustering performance. //  Intuitively, better representations would lead to better clustering performance.	b	Network Representation Learning- A Survey	[28]	['[28]  X. Wang, P. Cui, J. Wang, J. Pei, W. Zhu, and S. Yang, “Community preserving network embedding,” in Proceedings of the 31st AAAI Conference on Artificial Intelligence, 2017, pp. 203–209. ']
200	587	[28]	Some other methods (e.g., [79]) try to identify nodes with similar structural roles like bridges and outliers. // Recent NRL methods (e.g., GraRep [26], DNGR [9], MNMF [28], and pRBM ==[29]==) used the clustering performance to evaluate the quality of the learned network representations on different networks. Intuitively, better representations would lead to better clustering performance. //  Intuitively, better representations would lead to better clustering performance.	b	Network Representation Learning- A Survey	[29]	['[29]  S. Wang, J. Tang, F. Morstatter, and H. Liu, “Paired restricted Boltzmann machine for linked data,” in Proceedings of the 25th ACM International Conference on Information and Knowledge Management, 2016, pp. 1753–1762. ']
201	587	[28]	These works followed the common approach that first applies an unsupervised NRL algorithm to learn vertex representations, and then performs k-means clustering on the learned representations to cluster the vertices. // In particular, pRBM ==[29]== showed that NRL methods outperforms the baseline that uses original features for clustering without learning representations. // This suggests that effective representation learning can improve the clustering performance.	h+	Network Representation Learning- A Survey	[29]	['[29]  S. Wang, J. Tang, F. Morstatter, and H. Liu, “Paired restricted Boltzmann machine for linked data,” in Proceedings of the 25th ACM International Conference on Information and Knowledge Management, 2016, pp. 1753–1762. ']
202	587	[77]	Visualization techniques play critical roles in managing, exploring, and analyzing complex networked data. // ==[80]== surveys a range of methods used to visualize graphs from an information visualization perspective. // This work compares various traditional layouts used to visualize graphs, such as tree-, 3D-, and hyperbolic-based methods, and shows that classical visualization techniques are proved effective for small or intermediate sized networks; they however confront a big challenge when applied to large-scale networks.	ho	Network Representation Learning- A Survey	[80]	['[80]  I. Herman, G. Melanc¸on, and M. S. Marshall, “Graph visualization and navigation in information visualization: A survey,” IEEE Transactions on Visualization and Computer Graphics, vol. 6, no. 1, pp. 24–43, 2000. ']
203	587	[17]	Few systems can claim to deal effectively with thousands of vertices, although networks with this order of magnitude often occur in a wide variety of applications. // Consequently, a first step in the visualization process is often to reduce the size of the network to display. One common approach is essentially to find an extremely low-dimensional representation of a network that preserves the intrinsic structure, i.e., keeping similar vertices close and dissimilar vertices far apart, in the low-dimensional space ==[17]==. // Network representation learning has the same objective that embeds a large network into a new latent space of low dimensionality	b	Network Representation Learning- A Survey	[17]	['[17]  J. Tang, J. Liu, and Q. Mei, “Visualizing large-scale and highdimensional data,” in Proceedings of the 25th International Conference on World Wide Web, 2016, pp. 287–297. ']
204	587	[78]	Network representation learning has the same objective that embeds a large network into a new latent space of low dimensionality. // After new embeddings are obtained in the vector space, popular methods such as t-distributed stochastic neighbor embedding (t-SNE) ==[81]== can be applied to visualize the network in a 2-D or 3-D space. // By taking the learned vertex representations as input, LINE [1] used the t-SNE package to visualize the DBLP co-author network after the authors are mapped into a 2-D space, and showed that LINE is able to cluster authors in the same field to the same community.	b	Network Representation Learning- A Survey	[81]	['[81]  L. v. d. Maaten and G. Hinton, “Visualizing data using t-SNE,” Journal of Machine Learning Research, vol. 9, no. Nov, pp. 2579– 2605, 2008. ']
205	587	[20]	By taking the learned vertex representations as input, LINE [1] used the t-SNE package to visualize the DBLP co-author network after the authors are mapped into a 2-D space, and showed that LINE is able to cluster authors in the same field to the same community. // HSCA ==[20]== illustrated the advantages of the content-augmented NRL algorithm by visualizing the citations networks. // Semi-supervised algorithms (e.g., TLINE [47], TriDNR [50], and DMF [8]) demonstrated that the visualization results have better clustering structures with vertex labels properly imported.	b	Network Representation Learning- A Survey	[20]	['[20]  D. Zhang, J. Yin, X. Zhu, and C. Zhang, “Homophily, structure, and content augmented network representation learning,” in Proceedings of the 16th IEEE International Conference on Data Mining, 2016, pp. 609–618. ']
206	587	[63]	HSCA [20] illustrated the advantages of the content-augmented NRL algorithm by visualizing the citations networks. // Semi-supervised algorithms (e.g., TLINE ==[47]==, TriDNR [50], and DMF [8]) demonstrated that the visualization results have better clustering structures with vertex labels properly imported. // Recommendation	b	Network Representation Learning- A Survey	[47]	['[47]  X. Zhang, W. Chen, and H. Yan, “TLINE: scalable transductive network embedding,” in Information Retrieval Technology, 2016, pp. 98–110. ']
207	587	[41]	HSCA [20] illustrated the advantages of the content-augmented NRL algorithm by visualizing the citations networks. // Semi-supervised algorithms (e.g., TLINE [47], TriDNR ==[50]==, and DMF [8]) demonstrated that the visualization results have better clustering structures with vertex labels properly imported. // Recommendation	b	Network Representation Learning- A Survey	[50]	['[50]  S. Pan, J. Wu, X. Zhu, C. Zhang, and Y. Wang, “Tri-party deep network representation,” in Proceedings of the 25th International Joint Conference on Artificial Intelligence, 2016, pp. 1895–1901. ']
208	587	[8]	HSCA [20] illustrated the advantages of the content-augmented NRL algorithm by visualizing the citations networks. // Semi-supervised algorithms (e.g., TLINE [47], TriDNR [50], and DMF ==[8]==) demonstrated that the visualization results have better clustering structures with vertex labels properly imported. // Recommendation	b	Network Representation Learning- A Survey	[8]	['[8]  D. Zhang, J. Yin, X. Zhu, and C. Zhang, “Collective classification via discriminative matrix factorization on sparsely labeled networks,” in Proceedings of the 25th ACM International Conference on Information and Knowledge Management, 2016, pp. 1563–1572. ']
209	587	[79]	For these types of social networks, POI recommendation intends to recommend user interested objects, depending on their own context, such as the geographic location of the users and their interests. // Traditionally, this is solved by using approaches, such as collaborative filtering, to leverage spatial and temporal correlation between user activities and geographical distance ==[82]==. // However, because each user’s check-in records are very sparse, finding similar users or calculating transition probability between users and locations is a significant challenge.	h-	Network Representation Learning- A Survey	[82]	['[82]  Y. Zheng, L. Zhang, X. Xie, and W.-Y. Ma, “Mining interesting locations and travel sequences from GPS trajectories,” in Proceedings of the World Wide Web International Conference, 2009, pp. 791– 800. ']
210	587	[14]	However, because each user’s check-in records are very sparse, finding similar users or calculating transition probability between users and locations is a significant challenge. // Recently, spatial-temporal embedding ==[14]==, [15], [83] has emerged to learn low-dimensional dense vectors to represent users, locations, and point-of-interests etc. // As a result, each user, location, and POI can be represented as a lowdimensional vector, respectively, for similarity search and many other analysis.	b	Network Representation Learning- A Survey	[14]	['[14]  C. Zhang, K. Zhang, Q. Yuan, H. Peng, Y. Zheng, T. Hanratty, S. Wang, and J. Han, “Regions, periods, activities: Uncovering urban dynamics via cross-modal representation learning,” in Proceedings of the 26th International Conference on World Wide Web, 2017, pp. 361–370. ']
211	587	[15]	However, because each user’s check-in records are very sparse, finding similar users or calculating transition probability between users and locations is a significant challenge. // Recently, spatial-temporal embedding [14], ==[15]==, [83] has emerged to learn low-dimensional dense vectors to represent users, locations, and point-of-interests etc. // As a result, each user, location, and POI can be represented as a lowdimensional vector, respectively, for similarity search and many other analysis.	b	Network Representation Learning- A Survey	[15]	['[15]  M. Xie, H. Yin, H. Wang, F. Xu, W. Chen, and S. Wang, “Learning graph-based POI embedding for location-based recommendation,” in Proceedings of the 25th ACM International Conference on Information and Knowledge Management, 2016, pp. 15–24. ']
212	587	[80]	However, because each user’s check-in records are very sparse, finding similar users or calculating transition probability between users and locations is a significant challenge. // Recently, spatial-temporal embedding [14], [15], ==[83]== has emerged to learn low-dimensional dense vectors to represent users, locations, and point-of-interests etc. // As a result, each user, location, and POI can be represented as a lowdimensional vector, respectively, for similarity search and many other analysis.	b	Network Representation Learning- A Survey	[83]	['[83]  P. Wang, J. Zhang, G. Liu, Y. Fu, and C. Aggarwal, “Ensemblespotting: Prioritizing vibrant communities via POI embedding with multi-view spatial graphs,” in Proceedings of the 2018 SIAM International Conference on Data Mining, 2018, pp. 351–359. ']
213	587	[81]	Traditionally, knowledge graph search is carried out through database driven approaches to explore schema mapping between entities, including entity relationships. // Recent advancement in network representation learning has inspired structured embeddings of knowledge bases ==[84]==. // Such embedding methods intend to learn a low-dimensional vector representation for knowledge graph entities, such that generic database queries, such as top-k search, can be carried out by comparing vector representation of the query object and objects in the database.	b	Network Representation Learning- A Survey	[84]	['[84]  A. Bordes, J. Weston, R. Collobert, Y. Bengio et al., “Learning structured embeddings of knowledge bases.” in Proceedings of the 25th AAAI Conference on Artificial Intelligence, 2011, pp. 301–306. ']
214	587	[82]	In addition to using vector representation to represent knowledge graph entities, research has also proposed to use such representation to further enhance and complete the knowledge graph itself. // For example, knowledge graph completion intends to discover complete relationships between entities, and a recent work ==[85]== has proposed to use graph context to find missing links between entities. // This is similar to link prediction in social networks, but the entities are typically heterogeneous and a pair of entities may also have different types of relationships.	b	Network Representation Learning- A Survey	[85]	['[85]  J. Feng, M. Huang, Y. Yang et al., “GAKE: Graph aware knowledge embedding,” in Proceedings of the 26th International Conference on Computational Linguistics (COLING), 2016, pp. 641–651. 25 ']
215	587	[83]	The Facebook network is a combination of 10 Facebook ego-networks, where each vertex contains user profile attributes. // The Amherst, Hamilton, Mich and Rochester ==[86]== datasets are the Facebook networks formed by users from the corresponding US universities, where each user has six user profile features. // Often, user profile features are noisy, incomplete, and long-tail distributed.	b	Network Representation Learning- A Survey	[86]	['[86]  A. L. Traud, P. J. Mucha, and M. A. Porter, “Social structure of facebook networks,” Physica A: Statistical Mechanics and its Applications, vol. 391, no. 16, pp. 4165–4180, 2012. ']
216	587	[1]	Language Network. // The language network Wikipedia ==[1]== is a word co-occurrence network constructed from the entire set of English Wikipedia pages. There is no class label on this network. // The word embeddings learned from this network is evaluated by word analogy and document classification.	b	Network Representation Learning- A Survey	[1]	['[1]  J. Tang, M. Qu, M. Wang, M. Zhang, J. Yan, and Q. Mei, “LINE: Large-scale information network embedding,” in Proceedings of the 24th International Conference on World Wide Web, 2015, pp. 1067–1077. ']
217	587	[1]	The citation networks are directed information networks formed by author-author citation relationships or paper-paper citation relationships. They are collected from different databases of academic papers, such as DBLP and Citeseer. // Among the commonly used citation networks, DBLP (AuthorCitation) ==[1]== is a weighted citation network between authors with the edge weight defined by the number of papers written by one author and cited by the other author, while DBLP (PaperCitation) ==[1]==, Cora, Citeseer, PubMed and Citeseer-M10 are the binary paper citation networks, which are also attached with vertex text attributes as the content of papers. // Compared with user profile features in social network, the vertex text features here are more topic-centric, informative and can better complement network structure to learn effective vertex representations.	b	Network Representation Learning- A Survey	[1]	['[1]  J. Tang, M. Qu, M. Wang, M. Zhang, J. Yan, and Q. Mei, “LINE: Large-scale information network embedding,” in Proceedings of the 24th International Conference on World Wide Web, 2015, pp. 1067–1077. ']
218	587	[1]	The citation networks are directed information networks formed by author-author citation relationships or paper-paper citation relationships. They are collected from different databases of academic papers, such as DBLP and Citeseer. // Among the commonly used citation networks, DBLP (AuthorCitation) ==[1]== is a weighted citation network between authors with the edge weight defined by the number of papers written by one author and cited by the other author, while DBLP (PaperCitation) ==[1]==, Cora, Citeseer, PubMed and Citeseer-M10 are the binary paper citation networks, which are also attached with vertex text attributes as the content of papers. // Compared with user profile features in social network, the vertex text features here are more topic-centric, informative and can better complement network structure to learn effective vertex representations.	b	Network Representation Learning- A Survey	[1]	['[1]  J. Tang, M. Qu, M. Wang, M. Zhang, J. Yan, and Q. Mei, “LINE: Large-scale information network embedding,” in Proceedings of the 24th International Conference on World Wide Web, 2015, pp. 1067–1077. ']
219	587	[84]	Collaboration Network. // The collaboration network Arxiv GR-QC ==[88]== describes the co-author relationships for papers in the research field of General Relativity and Quantum Cosmology. // In this network, vertices represent authors and edges indicate co-author relationships between authors. Because there is no category information for vertices, this network is used for the link prediction task to evaluate the quality of learned vertex representations.	b	Network Representation Learning- A Survey	[88]	['[88]  J. Leskovec, J. Kleinberg, and C. Faloutsos, “Graph evolution: densification and shrinking diameters,” ACM Transactions on Knowledge Discovery from Data (TKDD), vol. 1, no. 1, p. 2, 2007. ']
220	587	[85]	Webpage Network. // Webpage Networks (Wikipedia, WebKB and Political Blog ==[89]==) are composed of real-world webpages and hyperlinks between them, where the vertex represents a webpage and the edge indicates that there is a hyperlink from one webpage to another. // Webpage text content is often collected as vertex features.	b	Network Representation Learning- A Survey	[89]	['[89]  L. A. Adamic and N. Glance, “The political blogosphere and the 2004 US election: divided they blog,” in Proceedings of the 3rd International Workshop on Link Discovery, 2005, pp. 36–43. ']
221	587	[86]	Biological Network. // As a typical biological network, the Protein-Protein Interaction network ==[90]== is a subgraph of the PPI network for Homo Sapiens. The vertex here represents a protein and the edge indicates that there is an interaction between proteins. The labels of vertices are obtained from the hallmark gene sets [91] and represent biological states. // Communication Network.	b	Network Representation Learning- A Survey	[90]	['[90]  B.-J. Breitkreutz, C. Stark, T. Reguly, L. Boucher, A. Breitkreutz, M. Livstone, R. Oughtred, D. H. Lackner, J. Bahler, V. Wood ¨ et al., “The BioGRID interaction database: 2008 update,” Nucleic Acids Research, vol. 36, pp. D637–D640, 2008. ']
222	587	[87]	Biological Network. // As a typical biological network, the Protein-Protein Interaction network [90] is a subgraph of the PPI network for Homo Sapiens. The vertex here represents a protein and the edge indicates that there is an interaction between proteins. The labels of vertices are obtained from the hallmark gene sets ==[91]== and represent biological states. // Communication Network.	b	Network Representation Learning- A Survey	[91]	['[91]  A. Liberzon, A. Subramanian, R. Pinchback, H. Thorvaldsdottir, ´ P. Tamayo, and J. P. Mesirov, “Molecular signatures database (MSigDB) 3.0,” Bioinformatics, vol. 27, no. 12, pp. 1739–1740, 2011. ']
223	587	[53]	Traffic Network. // European Airline Networks used in ==[39]== are constructed from 6 airlines operating flights between European airports: 4 commercial airlines (Air France, Easyjet, Lufthansa, and RyanAir) and 2 cargo airlines (TAP Portugal, and European Airline Transport). // For each airline network, vertices are airports and edges represent the direct flights between airports. In all, 45 airports are labeled as hub airports, regional hubs, commercial hubs, and focus cities, according to their structural roles.	b	Network Representation Learning- A Survey	[39]	['[39]  C. Donnat, M. Zitnik, D. Hallac, and J. Leskovec, “Spectral graph wavelets for structural role similarity in networks,” arXiv preprint arXiv:1710.10321, 2017. ']
224	587	[19]	The known links in the original network are served as the ground-truth for evaluating reconstruction performance. // Precision@k and MAP ==[19]== are often used as evaluation metrics. // This evaluation method can check whether the learned vertex representations well preserve network structure and support network formation.	b	Network Representation Learning- A Survey	[19]	['[19]  D. Wang, P. Cui, and W. Zhu, “Structural deep network embedding,” in Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2016, pp. 1225–1234. ']
225	587	[88]	To validate the effectiveness of NRL algorithms, vertex clustering is also carried out by applying k-means clustering algorithm to the learned vertex representations. // Communities in networks are served as the ground truth to assess the quality of clustering results, which is measured by Accuracy and NMI (normalized mutual information) ==[92]==. // The hypothesis is that, if the learned vertex representations are indeed informative, vertex clustering on learned vertex representations should be able to discover community structures. That is, good vertex representations are expected to generate good clustering results.	b	Network Representation Learning- A Survey	[92]	['[92]  A. Strehl and J. Ghosh, “Cluster ensembles – a knowledge reuse framework for combining multiple partitions,” Journal of Machine Learning Research, vol. 3, pp. 583–617, 2003. ']
226	587	[78]	Visualization provides a straightforward way to visually evaluate the quality of the learned vertex representations. // Often, t-distributed stochastic neighbor embedding (t-SNE) ==[81]== is applied to project the learned vertex representation vectors into a 2-D space, where the distribution of vertex 2-D mappings can be easily visualized. // If vertex representations are of good quality, in the 2-D space, vertices within a same class or community should be embedded closely, and the 2-D mappings of vertices in different classes or communities should be far apart from each other.	b	Network Representation Learning- A Survey	[81]	['[81]  L. v. d. Maaten and G. Hinton, “Visualizing data using t-SNE,” Journal of Machine Learning Research, vol. 9, no. Nov, pp. 2579– 2605, 2008. ']
227	587	[6]	Note that, because semi-supervised NRL algorithms are task-dependent: the target task may be binary or multi-class, or multi-label classification, or because they use different classification strategies, it would be difficult to assess the effectiveness of network embedding under the same settings. // Therefore, our empirical study focuses on comparing seven unsupervised NRL algorithms (DeepWalk ==[6]==, LINE [1], node2vec [34], MNMF [28], TADW [7], HSCA [20], UPP-SNE [43]) on vertex classification and vertex clustering, which are the two most commonly used evaluation methods in the literature. // Our empirical studies are based on seven benchmark datasets: Amherst, Hamilton, Mich, Rochester, Citeseer, Cora and Facebook.	b	Network Representation Learning- A Survey	[6]	['[6]  B. Perozzi, R. Al-Rfou, and S. Skiena, “DeepWalk: Online learning of social representations,” in Proceedings of the 20th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2014, pp. 701–710. ']
228	587	[1]	Note that, because semi-supervised NRL algorithms are task-dependent: the target task may be binary or multi-class, or multi-label classification, or because they use different classification strategies, it would be difficult to assess the effectiveness of network embedding under the same settings. // Therefore, our empirical study focuses on comparing seven unsupervised NRL algorithms (DeepWalk [6], LINE ==[1]==, node2vec [34], MNMF [28], TADW [7], HSCA [20], UPP-SNE [43]) on vertex classification and vertex clustering, which are the two most commonly used evaluation methods in the literature. // Our empirical studies are based on seven benchmark datasets: Amherst, Hamilton, Mich, Rochester, Citeseer, Cora and Facebook.	b	Network Representation Learning- A Survey	[1]	['[1]  J. Tang, M. Qu, M. Wang, M. Zhang, J. Yan, and Q. Mei, “LINE: Large-scale information network embedding,” in Proceedings of the 24th International Conference on World Wide Web, 2015, pp. 1067–1077. ']
229	587	[37]	Note that, because semi-supervised NRL algorithms are task-dependent: the target task may be binary or multi-class, or multi-label classification, or because they use different classification strategies, it would be difficult to assess the effectiveness of network embedding under the same settings. // Therefore, our empirical study focuses on comparing seven unsupervised NRL algorithms (DeepWalk [6], LINE [1], node2vec ==[34]==, MNMF [28], TADW [7], HSCA [20], UPP-SNE [43]) on vertex classification and vertex clustering, which are the two most commonly used evaluation methods in the literature. // Our empirical studies are based on seven benchmark datasets: Amherst, Hamilton, Mich, Rochester, Citeseer, Cora and Facebook.	b	Network Representation Learning- A Survey	[34]	['[34]  A. Grover and J. Leskovec, “node2vec: Scalable feature learning for networks,” in Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining, 2016, pp. 855–864. ']
230	587	[30]	Note that, because semi-supervised NRL algorithms are task-dependent: the target task may be binary or multi-class, or multi-label classification, or because they use different classification strategies, it would be difficult to assess the effectiveness of network embedding under the same settings. // Therefore, our empirical study focuses on comparing seven unsupervised NRL algorithms (DeepWalk [6], LINE [1], node2vec [34], MNMF ==[28]==, TADW [7], HSCA [20], UPP-SNE [43]) on vertex classification and vertex clustering, which are the two most commonly used evaluation methods in the literature. // Our empirical studies are based on seven benchmark datasets: Amherst, Hamilton, Mich, Rochester, Citeseer, Cora and Facebook.	b	Network Representation Learning- A Survey	[28]	['[28]  X. Wang, P. Cui, J. Wang, J. Pei, W. Zhu, and S. Yang, “Community preserving network embedding,” in Proceedings of the 31st AAAI Conference on Artificial Intelligence, 2017, pp. 203–209. ']
231	587	[7]	Note that, because semi-supervised NRL algorithms are task-dependent: the target task may be binary or multi-class, or multi-label classification, or because they use different classification strategies, it would be difficult to assess the effectiveness of network embedding under the same settings. // Therefore, our empirical study focuses on comparing seven unsupervised NRL algorithms (DeepWalk [6], LINE [1], node2vec [34], MNMF [28], TADW ==[7]==, HSCA [20], UPP-SNE [43]) on vertex classification and vertex clustering, which are the two most commonly used evaluation methods in the literature. // Our empirical studies are based on seven benchmark datasets: Amherst, Hamilton, Mich, Rochester, Citeseer, Cora and Facebook.	b	Network Representation Learning- A Survey	[7]	['[7]  C. Yang, Z. Liu, D. Zhao, M. Sun, and E. Y. Chang, “Network representation learning with rich text information,” in Proceedings of the 24th International Joint Conference on Artificial Intelligence, 2015, pp. 2111–2117. ']
232	587	[20]	Note that, because semi-supervised NRL algorithms are task-dependent: the target task may be binary or multi-class, or multi-label classification, or because they use different classification strategies, it would be difficult to assess the effectiveness of network embedding under the same settings. // Therefore, our empirical study focuses on comparing seven unsupervised NRL algorithms (DeepWalk [6], LINE [1], node2vec [34], MNMF [28], TADW [7], HSCA ==[20]==, UPP-SNE [43]) on vertex classification and vertex clustering, which are the two most commonly used evaluation methods in the literature. // Our empirical studies are based on seven benchmark datasets: Amherst, Hamilton, Mich, Rochester, Citeseer, Cora and Facebook.	b	Network Representation Learning- A Survey	[20]	['[20]  D. Zhang, J. Yin, X. Zhu, and C. Zhang, “Homophily, structure, and content augmented network representation learning,” in Proceedings of the 16th IEEE International Conference on Data Mining, 2016, pp. 609–618. ']
